Timestamp,Target_X,Actual_X,Error,PWM_Command,Kp,Ki,Kd
3.920,-7.497,-6.325,11.962,1.000,0.500,0.000,0.000
4.020,-7.497,-6.383,12.369,1.000,0.500,0.000,0.000
4.120,-7.497,-6.443,12.727,1.000,0.500,0.000,0.000
4.220,-7.497,-6.502,13.017,1.000,0.500,0.000,0.000
4.320,-7.497,-6.558,13.274,1.000,0.500,0.000,0.000
4.420,-7.497,-6.609,13.499,1.000,0.500,0.000,0.000
4.520,-7.497,-6.656,13.693,1.000,0.500,0.000,0.000
4.620,-7.497,-6.699,13.858,1.000,0.500,0.000,0.000
4.720,-7.497,-6.738,13.992,1.000,0.500,0.000,0.000
4.821,-7.497,-6.772,14.095,1.000,0.500,0.000,0.000
4.920,-7.497,-6.801,14.166,1.000,0.500,0.000,0.000
5.020,-7.497,-6.827,14.205,1.000,0.500,0.000,0.000
5.120,-7.497,-6.847,14.213,1.000,0.500,0.000,0.000
5.220,-7.497,-6.863,14.188,1.000,0.500,0.000,0.000
5.320,-7.497,-6.874,14.132,1.000,0.500,0.000,0.000
5.420,-7.497,-6.881,14.045,1.000,0.500,0.000,0.000
5.521,-7.497,-6.884,13.944,1.000,0.500,0.000,0.000
5.620,-7.497,-6.888,13.844,1.000,0.500,0.000,0.000
5.720,-7.497,-6.891,13.744,1.000,0.500,0.000,0.000
5.820,-7.497,-6.894,13.644,1.000,0.500,0.000,0.000
5.920,-7.497,-6.898,13.544,1.000,0.500,0.000,0.000
6.020,-7.497,-6.901,13.444,1.000,0.500,0.000,0.000
6.120,-7.497,-6.905,13.344,1.000,0.500,0.000,0.000
6.220,-7.497,-6.908,13.244,1.000,0.500,0.000,0.000
6.321,-7.497,-6.912,13.144,1.000,0.500,0.000,0.000
6.421,-7.497,-6.915,13.044,1.000,0.500,0.000,0.000
6.520,-7.497,-6.919,12.944,1.000,0.500,0.000,0.000
6.620,-7.497,-6.922,12.844,1.000,0.500,0.000,0.000
6.720,-7.497,-6.926,12.744,1.000,0.500,0.000,0.000
6.820,-7.497,-6.929,12.644,1.000,0.500,0.000,0.000
6.921,-7.497,-6.933,12.544,1.000,0.500,0.000,0.000
7.020,-7.497,-6.937,12.444,1.000,0.500,0.000,0.000
7.120,-7.497,-6.941,12.344,1.000,0.500,0.000,0.000
7.220,-7.497,-6.944,12.244,1.000,0.500,0.000,0.000
7.320,-7.497,-6.948,12.144,1.000,0.500,0.000,0.000
7.420,-7.497,-6.952,12.045,1.000,0.500,0.000,0.000
7.520,-7.497,-6.956,11.945,1.000,0.500,0.000,0.000
7.620,-7.497,-6.960,11.845,1.000,0.500,0.000,0.000
7.720,-7.497,-6.964,11.745,1.000,0.500,0.000,0.000
7.820,-7.497,-6.967,11.645,1.000,0.500,0.000,0.000
7.921,-7.497,-6.971,11.545,1.000,0.500,0.000,0.000
8.020,-7.497,-6.975,11.445,1.000,0.500,0.000,0.000
8.120,-7.497,-6.979,11.345,1.000,0.500,0.000,0.000
8.220,-7.497,-6.983,11.245,1.000,0.500,0.000,0.000
8.321,-7.497,-6.987,11.145,1.000,0.500,0.000,0.000
8.420,-7.497,-6.991,11.045,1.000,0.500,0.000,0.000
8.520,-7.497,-6.995,10.945,1.000,0.500,0.000,0.000
8.620,-7.497,-6.999,10.845,1.000,0.500,0.000,0.000
8.720,-7.497,-7.004,10.745,1.000,0.500,0.000,0.000
8.820,-7.497,-7.008,10.645,1.000,0.500,0.000,0.000
8.920,-7.497,-7.012,10.545,1.000,0.500,0.000,0.000
9.020,-7.497,-7.016,10.445,1.000,0.500,0.000,0.000
9.120,-7.497,-7.020,10.345,1.000,0.500,0.000,0.000
9.220,-7.497,-7.024,10.245,1.000,0.500,0.000,0.000
9.320,-7.497,-7.028,10.145,1.000,0.500,0.000,0.000
9.420,-7.497,-7.033,10.045,1.000,0.500,0.000,0.000
9.520,-7.497,-7.037,9.945,1.000,0.500,0.000,0.000
9.620,-7.497,-7.041,9.845,1.000,0.500,0.000,0.000
9.720,-7.497,-7.045,9.745,1.000,0.500,0.000,0.000
9.820,-7.497,-7.050,9.645,1.000,0.500,0.000,0.000
9.920,-7.497,-7.054,9.545,1.000,0.500,0.000,0.000
10.020,-7.497,-7.058,9.445,1.000,0.500,0.000,0.000
10.120,-7.497,-7.062,9.345,1.000,0.500,0.000,0.000
10.220,-7.497,-7.067,9.245,1.000,0.500,0.000,0.000
10.320,-7.497,-7.071,9.145,1.000,0.500,0.000,0.000
10.420,-7.497,-7.075,9.045,1.000,0.500,0.000,0.000
10.520,-7.497,-7.080,8.945,1.000,0.500,0.000,0.000
10.620,-7.497,-7.084,8.845,1.000,0.500,0.000,0.000
10.720,-7.497,-7.088,8.745,1.000,0.500,0.000,0.000
10.820,-7.497,-7.093,8.645,1.000,0.500,0.000,0.000
10.920,-7.497,-7.097,8.545,1.000,0.500,0.000,0.000
11.020,-7.497,-7.102,8.445,1.000,0.500,0.000,0.000
11.120,-7.497,-7.106,8.345,1.000,0.500,0.000,0.000
11.220,-7.497,-7.110,8.245,1.000,0.500,0.000,0.000
11.320,-7.497,-7.115,8.145,1.000,0.500,0.000,0.000
11.420,-7.497,-7.119,8.045,1.000,0.500,0.000,0.000
11.520,-7.497,-7.124,7.945,1.000,0.500,0.000,0.000
11.620,-7.497,-7.128,7.845,1.000,0.500,0.000,0.000
11.720,-7.497,-7.133,7.745,1.000,0.500,0.000,0.000
11.820,-7.497,-7.137,7.645,1.000,0.500,0.000,0.000
11.920,-7.497,-7.142,7.545,1.000,0.500,0.000,0.000
12.020,-7.497,-7.146,7.445,1.000,0.500,0.000,0.000
12.120,-7.497,-7.151,7.345,1.000,0.500,0.000,0.000
12.220,-7.497,-7.155,7.245,1.000,0.500,0.000,0.000
12.320,-7.497,-7.160,7.145,1.000,0.500,0.000,0.000
12.420,-7.497,-7.164,7.045,1.000,0.500,0.000,0.000
12.520,-7.497,-7.169,6.945,1.000,0.500,0.000,0.000
12.620,-7.497,-7.173,6.845,1.000,0.500,0.000,0.000
12.720,-7.497,-7.178,6.745,1.000,0.500,0.000,0.000
12.820,-7.497,-7.182,6.645,1.000,0.500,0.000,0.000
12.920,-7.497,-7.187,6.545,1.000,0.500,0.000,0.000
13.020,-7.497,-7.192,6.445,1.000,0.500,0.000,0.000
13.120,-7.497,-7.196,6.345,1.000,0.500,0.000,0.000
13.220,-7.497,-7.201,6.245,1.000,0.500,0.000,0.000
13.320,-7.497,-7.205,6.145,1.000,0.500,0.000,0.000
13.420,-7.497,-7.210,6.045,1.000,0.500,0.000,0.000
13.520,-7.497,-7.214,5.945,1.000,0.500,0.000,0.000
13.620,-7.497,-7.219,5.845,1.000,0.500,0.000,0.000
13.720,-7.497,-7.224,5.745,1.000,0.500,0.000,0.000
13.820,-7.497,-7.228,5.645,1.000,0.500,0.000,0.000
13.920,-7.497,-7.233,5.545,1.000,0.500,0.000,0.000
14.020,-7.497,-7.238,5.445,1.000,0.500,0.000,0.000
14.120,-7.497,-7.242,5.345,1.000,0.500,0.000,0.000
14.220,-7.497,-7.247,5.245,1.000,0.500,0.000,0.000
14.320,-7.497,-7.252,5.145,1.000,0.500,0.000,0.000
14.420,-7.497,-7.256,5.045,1.000,0.500,0.000,0.000
14.520,-7.497,-7.261,4.945,1.000,0.500,0.000,0.000
14.620,-7.497,-7.266,4.845,1.000,0.500,0.000,0.000
14.720,-7.497,-7.270,4.745,1.000,0.500,0.000,0.000
14.820,-7.497,-7.275,4.645,1.000,0.500,0.000,0.000
14.921,-7.497,-7.280,4.545,1.000,0.500,0.000,0.000
15.020,-7.497,-7.284,4.445,1.000,0.500,0.000,0.000
15.120,-7.497,-7.289,4.345,1.000,0.500,0.000,0.000
15.220,-7.497,-7.294,4.245,1.000,0.500,0.000,0.000
15.320,-7.497,-7.298,4.145,1.000,0.500,0.000,0.000
15.420,-7.497,-7.303,4.045,1.000,0.500,0.000,0.000
15.521,-7.497,-7.308,3.945,1.000,0.500,0.000,0.000
15.621,-7.497,-7.312,3.845,1.000,0.500,0.000,0.000
15.720,-7.497,-7.317,3.745,1.000,0.500,0.000,0.000
15.821,-7.497,-7.322,3.645,1.000,0.500,0.000,0.000
15.920,-7.497,-7.327,3.545,1.000,0.500,0.000,0.000
16.020,-7.497,-7.331,3.445,1.000,0.500,0.000,0.000
16.120,-7.497,-7.336,3.345,1.000,0.500,0.000,0.000
16.220,-7.497,-7.341,3.245,1.000,0.500,0.000,0.000
16.320,-7.497,-7.346,3.145,1.000,0.500,0.000,0.000
16.420,-7.497,-7.350,3.045,1.000,0.500,0.000,0.000
16.520,-7.497,-7.355,2.945,1.000,0.500,0.000,0.000
16.620,-7.497,-7.360,2.845,1.000,0.500,0.000,0.000
16.720,-7.497,-7.365,2.745,1.000,0.500,0.000,0.000
16.820,-7.497,-7.369,2.645,1.000,0.500,0.000,0.000
16.920,-7.497,-7.374,2.545,1.000,0.500,0.000,0.000
17.020,-7.497,-7.379,2.445,1.000,0.500,0.000,0.000
17.120,-7.497,-7.384,2.345,1.000,0.500,0.000,0.000
17.220,-7.497,-7.388,2.245,1.000,0.500,0.000,0.000
17.320,-7.497,-7.393,2.145,1.000,0.500,0.000,0.000
17.420,-7.497,-7.398,2.045,1.000,0.500,0.000,0.000
17.520,-7.497,-7.403,1.945,0.972,0.500,0.000,0.000
17.620,-7.497,-7.407,1.847,0.923,0.500,0.000,0.000
17.720,-7.497,-7.412,1.752,0.876,0.500,0.000,0.000
17.820,-7.497,-7.416,1.662,0.831,0.500,0.000,0.000
17.920,-7.497,-7.420,1.577,0.789,0.500,0.000,0.000
18.020,-7.497,-7.424,1.497,0.748,0.500,0.000,0.000
18.120,-7.497,-7.428,1.420,0.710,0.500,0.000,0.000
18.220,-7.497,-7.431,1.348,0.674,0.500,0.000,0.000
18.320,-7.497,-7.435,1.279,0.640,0.500,0.000,0.000
18.420,-7.497,-7.438,1.214,0.607,0.500,0.000,0.000
18.520,-7.497,-7.441,1.152,0.576,0.500,0.000,0.000
18.620,-7.497,-7.444,1.094,0.547,0.500,0.000,0.000
18.720,-7.497,-7.446,1.038,0.519,0.500,0.000,0.000
18.820,-7.497,-7.449,0.985,0.493,0.500,0.000,0.000
18.920,-7.497,-7.451,0.935,0.467,0.500,0.000,0.000
19.020,-7.497,-7.453,0.887,0.444,0.500,0.000,0.000
19.120,-7.497,-7.456,0.842,0.421,0.500,0.000,0.000
19.220,-7.497,-7.458,0.799,0.400,0.500,0.000,0.000
19.320,-7.497,-7.460,0.759,0.379,0.500,0.000,0.000
19.421,-7.497,-7.462,0.720,0.360,0.500,0.000,0.000
19.520,-7.497,-7.463,0.683,0.342,0.500,0.000,0.000
19.620,-7.497,-7.465,0.649,0.324,0.500,0.000,0.000
19.720,-7.497,-7.467,0.616,0.308,0.500,0.000,0.000
19.820,-7.497,-7.468,0.584,0.292,0.500,0.000,0.000
19.921,-7.497,-7.470,0.554,0.277,0.500,0.000,0.000
20.020,-7.497,-7.471,0.526,0.263,0.500,0.000,0.000
20.120,-7.497,-7.472,0.499,0.250,0.500,0.000,0.000
20.220,-7.497,-7.474,0.474,0.237,0.500,0.000,0.000
20.320,-7.497,-7.475,0.450,0.225,0.500,0.000,0.000
20.420,-7.497,-7.476,0.427,0.213,0.500,0.000,0.000
20.520,-7.497,-7.477,0.405,0.202,0.500,0.000,0.000
20.620,-7.497,-7.478,0.384,0.192,0.500,0.000,0.000
20.720,-7.497,-7.479,0.365,0.182,0.500,0.000,0.000
20.821,-7.497,-7.480,0.346,0.173,0.500,0.000,0.000
20.920,-7.497,-7.481,0.329,0.164,0.500,0.000,0.000
21.020,-7.497,-7.481,0.312,0.156,0.500,0.000,0.000
21.120,-7.497,-7.482,0.296,0.148,0.500,0.000,0.000
21.220,-7.497,-7.483,0.281,0.141,0.500,0.000,0.000
21.320,-7.497,-7.484,0.267,0.133,0.500,0.000,0.000
21.420,-7.497,-7.484,0.253,0.127,0.500,0.000,0.000
21.520,-7.497,-7.485,0.240,0.120,0.500,0.000,0.000
21.620,-7.497,-7.485,0.228,0.114,0.500,0.000,0.000
21.720,-7.497,-7.486,0.217,0.108,0.500,0.000,0.000
21.820,-7.497,-7.487,0.206,0.103,0.500,0.000,0.000
21.921,-7.497,-7.487,0.195,0.098,0.500,0.000,0.000
22.020,-7.497,-7.488,0.185,0.093,0.500,0.000,0.000
22.120,-7.497,-7.488,0.176,0.088,0.500,0.000,0.000
22.220,-7.497,-7.488,0.167,0.084,0.500,0.000,0.000
22.320,-7.497,-7.489,0.159,0.079,0.500,0.000,0.000
22.420,-7.497,-7.489,0.151,0.075,0.500,0.000,0.000
22.520,-7.497,-7.490,0.143,0.071,0.500,0.000,0.000
22.620,-7.497,-7.490,0.136,0.068,0.500,0.000,0.000
22.720,-7.497,-7.490,0.129,0.064,0.500,0.000,0.000
22.820,-7.497,-7.491,0.122,0.061,0.500,0.000,0.000
22.920,-7.497,-7.491,0.116,0.058,0.500,0.000,0.000
23.020,-7.497,-7.491,0.110,0.055,0.500,0.000,0.000
23.120,-7.497,-7.492,0.105,0.052,0.500,0.000,0.000
23.220,-7.497,-7.492,0.099,0.050,0.500,0.000,0.000
23.320,-7.497,-7.492,0.094,0.047,0.500,0.000,0.000
23.420,-7.497,-7.492,0.089,0.045,0.500,0.000,0.000
23.520,-7.497,-7.493,0.085,0.042,0.500,0.000,0.000
23.620,-7.497,-7.493,0.081,0.040,0.500,0.000,0.000
23.721,-7.497,-7.493,0.081,0.040,0.500,0.000,0.000
23.821,-7.497,-7.493,0.077,0.038,0.500,0.000,0.000
23.920,-7.497,-7.493,0.072,0.036,0.500,0.000,0.000
24.020,-7.497,-7.493,0.069,0.034,0.500,0.000,0.000
24.120,-7.497,-7.494,0.065,0.033,0.500,0.000,0.000
24.220,-7.497,-7.494,0.062,0.031,0.500,0.000,0.000
24.320,-7.497,-7.494,0.058,0.029,0.500,0.000,0.000
24.421,-7.497,-7.494,0.055,0.028,0.500,0.000,0.000
24.520,-7.497,-7.494,0.052,0.026,0.500,0.000,0.000
24.620,-7.497,-7.494,0.050,0.025,0.500,0.000,0.000
24.720,-7.497,-7.494,0.047,0.023,0.500,0.000,0.000
24.820,-7.497,-7.495,0.044,0.022,0.500,0.000,0.000
24.920,-7.497,-7.495,0.042,0.021,0.500,0.000,0.000
25.020,-7.497,-7.495,0.040,0.020,0.500,0.000,0.000
25.120,-7.497,-7.495,0.038,0.019,0.500,0.000,0.000
25.220,-7.497,-7.495,0.036,0.018,0.500,0.000,0.000
25.320,-7.497,-7.495,0.034,0.017,0.500,0.000,0.000
25.420,-7.497,-7.495,0.032,0.016,0.500,0.000,0.000
25.521,-7.497,-7.495,0.030,0.015,0.500,0.000,0.000
25.620,-7.497,-7.495,0.029,0.014,0.500,0.000,0.000
25.720,-7.497,-7.495,0.027,0.014,0.500,0.000,0.000
25.820,-7.497,-7.495,0.026,0.013,0.500,0.000,0.000
25.920,-7.497,-7.496,0.024,0.012,0.500,0.000,0.000
26.020,-7.497,-7.496,0.023,0.012,0.500,0.000,0.000
26.120,-7.497,-7.496,0.022,0.011,0.500,0.000,0.000
26.221,-7.497,-7.496,0.021,0.010,0.500,0.000,0.000
